"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
4.678025383E2,6.501033499E1,2.550124616E1,1.140643386E1,2.887023926E1,0.000000000E0,NaN,9.159243267E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.685490708E2,6.501058410E1,2.550119460E1,1.993611425E1,3.740000153E1,NaN,NaN,9.264628888E-1,2.140900040E1,1.193005443E0,0.000000000E0
4.712459815E2,6.501053680E1,2.550138901E1,3.741507383E1,5.487896729E1,4.699999988E-1,3.555000000E2,9.267216877E-1,6.819939137E0,1.131245613E1,0.000000000E0
4.712601259E2,6.501053912E1,2.550138857E1,3.725851789E1,5.472241211E1,4.699999988E-1,3.555000000E2,9.317095714E-1,6.831775665E0,1.131515980E1,0.000000000E0
4.722871695E2,6.501052436E1,2.550128830E1,3.140062474E1,4.886450195E1,6.899999976E-1,3.556000061E2,9.320655193E-1,4.934671879E0,7.598795891E0,2.900000000E1
4.732833711E2,6.501052643E1,2.550129408E1,2.908824540E1,4.655212402E1,5.899999738E-1,3.556000061E2,9.328689651E-1,4.624603748E0,6.875509262E0,3.300000000E1
4.742845656E2,6.501053350E1,2.550129055E1,2.963353141E1,4.709741211E1,6.899999976E-1,3.557000122E2,9.344931165E-1,3.840369940E0,5.073249817E0,3.300000000E1
4.753020814E2,6.501053094E1,2.550125651E1,2.773338983E1,4.519726562E1,7.599999905E-1,3.555000000E2,9.357075414E-1,3.790092468E0,4.170264721E0,4.200000000E1
4.763008911E2,6.501053619E1,2.550123384E1,2.662956985E1,4.409344482E1,8.799999952E-1,3.555000000E2,9.367836587E-1,3.790092468E0,3.699457407E0,4.200000000E1
4.772944020E2,6.501054456E1,2.550122234E1,2.639903846E1,4.386291504E1,1.090000033E0,3.555000000E2,9.379213823E-1,3.790092468E0,3.197422266E0,4.200000000E1
4.782989791E2,6.501054458E1,2.550119812E1,2.470189775E1,4.216577148E1,9.700000286E-1,3.555000000E2,9.391279868E-1,3.790092468E0,3.005639791E0,4.200000000E1
4.793006463E2,6.501055141E1,2.550117816E1,2.485448557E1,4.231835938E1,9.700000286E-1,3.555000000E2,9.402512237E-1,3.790092468E0,2.723239183E0,4.200000000E1
4.802939535E2,6.501055991E1,2.550116524E1,2.448741866E1,4.195129395E1,1.309999943E0,3.406000061E2,9.414250887E-1,3.790092468E0,2.503992796E0,4.200000000E1
4.812952170E2,6.501056890E1,2.550115214E1,2.363243656E1,4.109631348E1,1.250000000E0,3.401000061E2,9.426943620E-1,3.790092468E0,2.500000000E0,4.200000000E1
4.823124867E2,6.501057929E1,2.550114095E1,2.269591077E1,4.015979004E1,1.389999986E0,3.413999939E2,9.436696252E-1,3.790092468E0,2.500000000E0,4.200000000E1
4.833026463E2,6.501058696E1,2.550113088E1,2.163755964E1,3.910144043E1,8.799999952E-1,3.555000000E2,9.447932245E-1,3.790092468E0,2.500000000E0,4.200000000E1
4.842969463E2,6.501059601E1,2.550112024E1,2.085380525E1,3.831768799E1,1.429999948E0,3.555000000E2,9.456911379E-1,3.790092468E0,2.525838137E0,4.200000000E1
4.852973241E2,6.501060285E1,2.550111008E1,1.947178499E1,3.693566895E1,8.199999928E-1,3.555000000E2,9.466152682E-1,3.790092468E0,2.595538378E0,4.200000000E1
4.862982948E2,6.501061009E1,2.550110042E1,1.858793347E1,3.605181885E1,1.500000000E0,3.386000061E2,9.475457210E-1,3.790092468E0,2.510249615E0,4.200000000E1
4.872933571E2,6.501061711E1,2.550108964E1,1.723032728E1,3.469421387E1,9.599999785E-1,3.555000000E2,9.484548288E-1,3.790092468E0,2.506183863E0,4.200000000E1
4.883078434E2,6.501062437E1,2.550108074E1,1.634745223E1,3.381134033E1,1.279999971E0,3.366000061E2,9.495331267E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.892986710E2,6.501063221E1,2.550106723E1,1.583963855E1,3.330352783E1,1.240000010E0,3.306000061E2,9.505709155E-1,3.790092468E0,2.500000000E0,4.200000000E1
4.903028775E2,6.501063982E1,2.550105444E1,1.605173453E1,3.351562500E1,1.169999957E0,3.345000000E2,9.516712005E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.912996567E2,6.501064722E1,2.550103889E1,1.610282017E1,3.356671143E1,1.129999995E0,3.278999939E2,9.529523772E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.923078089E2,6.501065569E1,2.550102040E1,1.613205519E1,3.359594727E1,1.330000043E0,3.253999939E2,9.542590338E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.933015364E2,6.501066442E1,2.550100178E1,1.574704453E1,3.321093750E1,1.080000043E0,3.235000000E2,9.556124709E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.942965212E2,6.501067441E1,2.550098532E1,1.606961374E1,3.353350830E1,1.340000033E0,3.373999939E2,9.570513948E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.953065088E2,6.501068570E1,2.550097035E1,1.612710663E1,3.359100342E1,1.250000000E0,3.371000061E2,9.584617877E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.962970587E2,6.501069683E1,2.550095595E1,1.641866933E1,3.388256836E1,1.240000010E0,3.367999878E2,9.597611683E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.972982136E2,6.501070654E1,2.550094056E1,1.628023997E1,3.374414062E1,1.059999943E0,3.363999939E2,9.611059854E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.983003237E2,6.501071673E1,2.550092514E1,1.660653213E1,3.407043457E1,1.289999962E0,3.391000061E2,9.624591295E-1,3.790092468E0,2.500000000E0,4.200000000E1
4.993001854E2,6.501072752E1,2.550091182E1,1.638210362E1,3.384600830E1,1.049999952E0,3.448999939E2,9.637271184E-1,3.790092468E0,2.500000000E0,4.200000000E1
5.003079660E2,6.501073798E1,2.550090107E1,1.616896642E1,3.363287354E1,1.179999948E0,3.486000061E2,9.650286439E-1,3.790092468E0,2.500000000E0,4.200000000E1
5.013041112E2,6.501074898E1,2.550089160E1,1.687044070E1,3.433435059E1,1.029999971E0,3.510000000E2,9.662150129E-1,3.790092468E0,2.500000000E0,4.200000000E1
5.023008533E2,6.501075879E1,2.550088167E1,1.660060197E1,3.406451416E1,1.029999971E0,3.475000000E2,9.674947929E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.032956390E2,6.501076895E1,2.550086887E1,1.618165457E1,3.364556885E1,1.120000005E0,3.462999878E2,9.689330457E-1,3.790092468E0,2.500000000E0,4.200000000E1
5.043080994E2,6.501078070E1,2.550085607E1,1.612275300E1,3.358666992E1,1.080000043E0,3.462999878E2,9.704726160E-1,3.790092468E0,2.500000000E0,4.200000000E1
5.052989616E2,6.501079294E1,2.550084075E1,1.639960594E1,3.386352539E1,1.269999981E0,3.431000061E2,9.720595567E-1,3.790092468E0,2.500000000E0,4.200000000E1
5.063034699E2,6.501080561E1,2.550082520E1,1.655542605E1,3.401934814E1,1.200000048E0,3.486000061E2,9.734796675E-1,3.790092468E0,2.500000000E0,4.100000000E1
5.073033705E2,6.501081774E1,2.550081574E1,1.644696340E1,3.391088867E1,1.149999976E0,3.521000061E2,9.749071264E-1,3.790092468E0,2.500000000E0,4.200000000E1
5.082982727E2,6.501082988E1,2.550080586E1,1.735967999E1,3.482360840E1,1.169999957E0,3.501000061E2,9.764134678E-1,3.790092468E0,2.500000000E0,4.200000000E1
5.092960149E2,6.501084226E1,2.550079284E1,1.803136904E1,3.549530029E1,1.379999995E0,3.392999878E2,9.793177416E-1,3.790092468E0,2.542174816E0,4.200000000E1
5.102975771E2,6.501085904E1,2.550074546E1,1.944622463E1,3.691015625E1,3.779999971E0,3.088999939E2,9.835003234E-1,3.790092468E0,2.795831203E0,4.200000000E1
5.113018865E2,6.501087722E1,2.550066751E1,2.035394220E1,3.781787109E1,4.010000229E0,2.972000122E2,9.856620519E-1,3.790092468E0,3.058980465E0,4.200000000E1
5.122948351E2,6.501088447E1,2.550062481E1,1.907324397E1,3.653717041E1,8.799999952E-1,2.937999878E2,9.861749722E-1,3.790092468E0,3.279961109E0,4.100000000E1
5.132976900E2,6.501088545E1,2.550061414E1,1.976770288E1,3.723162842E1,6.200000048E-1,2.967000122E2,9.866960358E-1,3.790092468E0,3.231333733E0,4.100000000E1
5.142914290E2,6.501088853E1,2.550060578E1,1.941357680E1,3.687750244E1,7.099999785E-1,3.257999878E2,9.875240863E-1,3.790092468E0,3.241633654E0,4.100000000E1
5.152962007E2,6.501089537E1,2.550059881E1,1.945935156E1,3.692327881E1,7.400000095E-1,3.402999878E2,9.884480598E-1,3.790092468E0,3.304881811E0,4.100000000E1
5.162994442E2,6.501090367E1,2.550059787E1,2.035137755E1,3.781530762E1,6.899999976E-1,3.560000000E2,9.893279550E-1,3.790092468E0,3.454881907E0,4.100000000E1
5.172989705E2,6.501091151E1,2.550059533E1,2.000005672E1,3.746398926E1,6.100000143E-1,1.200000048E0,9.902061362E-1,3.790092468E0,3.563702106E0,4.100000000E1
5.182973959E2,6.501091939E1,2.550059408E1,2.044255896E1,3.790649414E1,6.800000072E-1,3.200000048E0,9.908901268E-1,3.790092468E0,3.460925817E0,4.200000000E1
5.192988554E2,6.501092552E1,2.550059287E1,2.103130205E1,3.849523926E1,3.199999928E-1,3.505000000E2,9.916542933E-1,3.790092468E0,3.357839823E0,4.200000000E1
5.202982571E2,6.501093167E1,2.550060013E1,2.216734639E1,3.963128662E1,0.000000000E0,NaN,9.920255814E-1,3.790092468E0,4.134652615E0,4.100000000E1
5.212990097E2,6.501093430E1,2.550060500E1,2.250004752E1,3.996398926E1,0.000000000E0,NaN,NaN,3.790092468E0,3.966315031E0,4.100000000E1
