"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.487372100E3,6.502628142E1,2.551161090E1,1.715575682E1,3.462628174E1,9.800000191E-1,2.141000061E2,5.051847261E0,3.790092468E0,2.500000000E0,2.900000000E1
1.488372935E3,6.502626934E1,2.551160077E1,1.698455844E1,3.445507812E1,1.669999957E0,1.950000000E2,5.053655389E0,3.790092468E0,2.500000000E0,2.900000000E1
1.489371788E3,6.502625363E1,2.551159083E1,1.722455514E1,3.469506836E1,1.740000010E0,1.928000031E2,5.055443275E0,3.790092468E0,2.500000000E0,2.900000000E1
1.490372176E3,6.502623771E1,2.551158549E1,1.721595523E1,3.468646240E1,1.600000024E0,1.876000061E2,5.057199233E0,3.790092468E0,2.500000000E0,2.900000000E1
1.491372939E3,6.502622200E1,2.551158169E1,1.745436437E1,3.492486572E1,1.720000029E0,1.861999969E2,5.059023899E0,3.790092468E0,2.500000000E0,2.900000000E1
1.492371831E3,6.502620564E1,2.551157867E1,1.770479757E1,3.517529297E1,1.759999990E0,1.843999939E2,5.060693416E0,3.790092468E0,2.500000000E0,2.900000000E1
1.493370839E3,6.502619072E1,2.551157469E1,1.726351896E1,3.473400879E1,1.429999948E0,1.851999969E2,5.062081031E0,3.790092468E0,2.500000000E0,2.900000000E1
1.494375341E3,6.502617829E1,2.551157207E1,1.717551082E1,3.464599609E1,1.250000000E0,1.853000031E2,5.063675463E0,3.790092468E0,2.500000000E0,2.900000000E1
1.495373901E3,6.502616412E1,2.551156687E1,1.729252065E1,3.476300049E1,1.649999976E0,1.916000061E2,5.065430617E0,3.790092468E0,2.500000000E0,2.900000000E1
1.496371308E3,6.502614857E1,2.551156045E1,1.722020003E1,3.469067383E1,1.529999971E0,1.856999969E2,5.067304418E0,3.790092468E0,2.500000000E0,2.900000000E1
1.497372818E3,6.502613197E1,2.551155358E1,1.727818988E1,3.474865723E1,1.960000038E0,1.906999969E2,5.069196521E0,3.790092468E0,2.500000000E0,2.900000000E1
1.498369704E3,6.502611526E1,2.551154597E1,1.719073306E1,3.466119385E1,1.610000014E0,1.906000061E2,5.070790478E0,3.790092468E0,2.500000000E0,2.900000000E1
1.499371715E3,6.502610116E1,2.551153985E1,1.751074589E1,3.498120117E1,1.470000029E0,1.908999939E2,5.072529469E0,3.790092468E0,2.500000000E0,2.900000000E1
1.500378769E3,6.502608582E1,2.551153264E1,1.764411376E1,3.511456299E1,1.809999943E0,1.898000031E2,5.074460449E0,3.790092468E0,2.500000000E0,2.900000000E1
1.501371611E3,6.502606868E1,2.551152603E1,1.790663257E1,3.537707520E1,1.850000024E0,1.868000031E2,5.076266153E0,3.790092468E0,2.500000000E0,2.900000000E1
1.502375447E3,6.502605257E1,2.551152119E1,1.809853317E1,3.556896973E1,1.529999971E0,1.853000031E2,5.077901819E0,3.790092468E0,2.500000000E0,2.900000000E1
1.503376062E3,6.502603799E1,2.551151657E1,1.826241808E1,3.573284912E1,1.590000033E0,1.878999939E2,5.079582771E0,3.790092468E0,2.500000000E0,2.900000000E1
1.504371164E3,6.502602304E1,2.551151126E1,1.817532663E1,3.564575195E1,1.570000052E0,1.891999969E2,5.081327685E0,3.790092468E0,2.500000000E0,2.900000000E1
1.505369987E3,6.502600755E1,2.551150531E1,1.807511287E1,3.554553223E1,1.690000057E0,1.933000031E2,5.083125928E0,3.790092468E0,2.500000000E0,2.900000000E1
1.506369759E3,6.502599149E1,2.551150081E1,1.796971117E1,3.544012451E1,1.690000057E0,1.886999969E2,5.084867220E0,3.790092468E0,2.500000000E0,2.900000000E1
1.507371586E3,6.502597591E1,2.551149707E1,1.773698989E1,3.520739746E1,1.610000014E0,1.876999969E2,5.086542066E0,3.790092468E0,2.500000000E0,2.900000000E1
1.508371477E3,6.502596092E1,2.551149358E1,1.734160968E1,3.481201172E1,1.529999971E0,1.855000000E2,5.088141726E0,3.790092468E0,2.500000000E0,2.900000000E1
1.509372409E3,6.502594665E1,2.551148926E1,1.718536506E1,3.465576172E1,1.529999971E0,1.886000061E2,5.089779436E0,3.790092468E0,2.500000000E0,2.900000000E1
1.510372949E3,6.502593211E1,2.551148370E1,1.729267047E1,3.476306152E1,1.669999957E0,1.893999939E2,5.091471563E0,3.790092468E0,2.500000000E0,2.900000000E1
1.511375447E3,6.502591727E1,2.551147572E1,1.736390445E1,3.483428955E1,1.639999986E0,1.926000061E2,5.093066226E0,3.790092468E0,2.500000000E0,2.900000000E1
1.512370606E3,6.502590337E1,2.551146736E1,1.708858054E1,3.455895996E1,1.580000043E0,1.930000000E2,5.094720763E0,3.790092468E0,2.500000000E0,2.900000000E1
1.513370576E3,6.502588877E1,2.551146056E1,1.708071276E1,3.455108643E1,1.669999957E0,1.868000031E2,5.096370208E0,3.790092468E0,2.500000000E0,2.900000000E1
1.514372846E3,6.502587406E1,2.551145603E1,1.708297661E1,3.455334473E1,1.529999971E0,1.871000061E2,5.097959980E0,3.790092468E0,2.500000000E0,2.900000000E1
1.515372861E3,6.502585980E1,2.551145359E1,1.700339194E1,3.447375488E1,1.509999990E0,1.863000031E2,5.099495727E0,3.790092468E0,2.500000000E0,2.900000000E1
1.516372973E3,6.502584612E1,2.551144909E1,1.688437858E1,3.435473633E1,1.539999962E0,1.901999969E2,5.101014228E0,3.790092468E0,2.500000000E0,2.900000000E1
1.517371041E3,6.502583278E1,2.551144217E1,1.673997473E1,3.421032715E1,1.490000010E0,1.933999939E2,5.102550410E0,3.790092468E0,2.500000000E0,2.900000000E1
1.518371785E3,6.502581927E1,2.551143533E1,1.679112758E1,3.426147461E1,1.570000052E0,1.921999969E2,5.104227114E0,3.790092468E0,2.500000000E0,2.900000000E1
1.519372509E3,6.502580453E1,2.551142780E1,1.667602115E1,3.414636230E1,1.659999967E0,1.913000031E2,5.105984241E0,3.790092468E0,2.500000000E0,3.000000000E1
1.520373421E3,6.502578892E1,2.551142198E1,1.648156914E1,3.395190430E1,1.710000038E0,1.886000061E2,5.107742015E0,3.790092468E0,2.500000000E0,3.000000000E1
1.521372393E3,6.502577322E1,2.551141761E1,1.653186799E1,3.400219727E1,1.710000038E0,1.873999939E2,5.109437374E0,3.790092468E0,2.500000000E0,3.000000000E1
1.522374184E3,6.502575809E1,2.551141315E1,1.655506704E1,3.402539062E1,1.580000043E0,1.870000000E2,5.111050036E0,3.790092468E0,2.500000000E0,3.000000000E1
1.523377986E3,6.502574376E1,2.551140786E1,1.653499197E1,3.400531006E1,1.519999981E0,1.895000000E2,5.112668649E0,3.790092468E0,2.500000000E0,3.000000000E1
1.524371588E3,6.502572944E1,2.551140167E1,1.644704591E1,3.391735840E1,1.570000052E0,1.926999969E2,5.114235795E0,3.790092468E0,2.500000000E0,3.000000000E1
1.525373410E3,6.502571583E1,2.551139300E1,1.640615796E1,3.387646484E1,1.519999981E0,1.928999939E2,5.115741107E0,3.790092468E0,2.500000000E0,2.900000000E1
1.526373984E3,6.502570243E1,2.551138844E1,1.633340916E1,3.380371094E1,1.509999990E0,1.871999969E2,5.117491563E0,3.790092468E0,2.500000000E0,2.900000000E1
1.527374158E3,6.502568678E1,2.551138441E1,1.679270454E1,3.426300049E1,1.929999948E0,1.923000031E2,5.119181539E0,3.790092468E0,2.500000000E0,2.900000000E1
1.528372387E3,6.502567169E1,2.551138012E1,1.652452172E1,3.399481201E1,1.509999990E0,1.918000031E2,5.120657558E0,3.790092468E0,2.500000000E0,2.900000000E1
1.529372044E3,6.502565854E1,2.551137583E1,1.632036411E1,3.379064941E1,1.570000052E0,1.898000031E2,5.122136920E0,3.790092468E0,2.500000000E0,2.900000000E1
1.530370857E3,6.502564532E1,2.551137229E1,1.679033975E1,3.426062012E1,1.549999952E0,1.876000061E2,5.123576350E0,3.790092468E0,2.500000000E0,2.900000000E1
1.531378168E3,6.502563246E1,2.551136878E1,1.694079622E1,3.441107178E1,1.500000000E0,1.856000061E2,5.125020537E0,3.790092468E0,2.500000000E0,2.900000000E1
1.532376534E3,6.502561964E1,2.551136385E1,1.668268348E1,3.415295410E1,1.490000010E0,1.896000061E2,5.126495788E0,3.790092468E0,2.500000000E0,2.900000000E1
1.533370067E3,6.502560671E1,2.551135681E1,1.690082834E1,3.437109375E1,1.480000019E0,1.915000000E2,5.128076079E0,3.790092468E0,2.500000000E0,2.900000000E1
1.534372937E3,6.502559287E1,2.551134916E1,1.705336078E1,3.452362061E1,1.690000057E0,1.915000000E2,5.129643983E0,3.790092468E0,2.500000000E0,2.900000000E1
1.535372879E3,6.502557909E1,2.551134208E1,1.709566364E1,3.456591797E1,1.470000029E0,1.901999969E2,5.131099382E0,3.790092468E0,2.500000000E0,2.900000000E1
1.536376915E3,6.502556623E1,2.551133631E1,1.713106908E1,3.460131836E1,1.470000029E0,1.896000061E2,5.132571825E0,3.790092468E0,2.500000000E0,2.900000000E1
1.537376029E3,6.502555328E1,2.551132976E1,1.739218264E1,3.486242676E1,1.440000057E0,1.920000000E2,5.134213498E0,3.790092468E0,2.500000000E0,2.900000000E1
1.538379164E3,6.502553889E1,2.551132194E1,1.772214449E1,3.519238281E1,1.679999948E0,1.946000061E2,5.135860701E0,3.790092468E0,2.500000000E0,2.900000000E1
1.539371331E3,6.502552434E1,2.551131535E1,1.782682550E1,3.529705811E1,1.580000043E0,1.923999939E2,5.137435514E0,3.790092468E0,2.500000000E0,2.900000000E1
1.540373125E3,6.502551045E1,2.551130880E1,1.759776604E1,3.506799316E1,1.480000019E0,1.923000031E2,5.139052030E0,3.790092468E0,2.500000000E0,2.900000000E1
1.541381148E3,6.502549614E1,2.551130273E1,1.814495180E1,3.561517334E1,1.610000014E0,1.891000061E2,5.140723506E0,3.790092468E0,2.500000000E0,2.900000000E1
1.542375230E3,6.502548141E1,2.551129563E1,1.815008458E1,3.562030029E1,1.580000043E0,1.936000061E2,5.142340044E0,3.790092468E0,2.500000000E0,2.900000000E1
1.543373052E3,6.502546715E1,2.551128893E1,1.799792957E1,3.546813965E1,1.509999990E0,1.913000031E2,5.143989817E0,3.790092468E0,2.500000000E0,2.900000000E1
1.544367663E3,6.502545243E1,2.551128453E1,1.869752008E1,3.616772461E1,1.690000057E0,1.938999939E2,5.145466553E0,3.790092468E0,2.500000000E0,2.900000000E1
1.545371426E3,6.502543915E1,2.551128483E1,1.889546164E1,3.636566162E1,1.320000052E0,1.940000000E2,5.146943080E0,3.790092468E0,2.500000000E0,2.900000000E1
1.546490095E3,6.502542588E1,2.551128369E1,1.903767825E1,3.650787354E1,1.659999967E0,1.876999969E2,5.148529907E0,3.790092468E0,2.500000000E0,2.900000000E1
1.547374045E3,6.502541165E1,2.551128114E1,1.920241732E1,3.667260742E1,1.539999962E0,1.843000031E2,5.150056587E0,3.790092468E0,2.500000000E0,2.900000000E1
1.548375706E3,6.502539807E1,2.551127635E1,1.939529361E1,3.686547852E1,1.470000029E0,1.903999939E2,5.151594630E0,3.790092468E0,2.500000000E0,2.900000000E1
1.549371237E3,6.502538466E1,2.551126832E1,1.924741090E1,3.671759033E1,1.600000024E0,1.908999939E2,5.153130092E0,3.790092468E0,2.500000000E0,2.900000000E1
1.550374395E3,6.502537137E1,2.551125944E1,1.930991643E1,3.678009033E1,1.470000029E0,1.931000061E2,5.154658964E0,3.790092468E0,2.500000000E0,2.900000000E1
1.551370796E3,6.502535815E1,2.551125049E1,1.949406500E1,3.696423340E1,1.519999981E0,1.948999939E2,5.156257329E0,3.790092468E0,2.500000000E0,2.900000000E1
1.552373961E3,6.502534428E1,2.551124155E1,1.944927093E1,3.691943359E1,1.659999967E0,1.923999939E2,5.157887477E0,3.790092468E0,2.500000000E0,2.900000000E1
1.553371131E3,6.502532985E1,2.551123542E1,1.920202314E1,3.667218018E1,1.600000024E0,1.885000000E2,5.159549904E0,3.790092468E0,2.500000000E0,2.900000000E1
1.554374551E3,6.502531512E1,2.551122936E1,1.916064703E1,3.663079834E1,1.679999948E0,1.891999969E2,5.161170635E0,3.790092468E0,2.500000000E0,2.900000000E1
1.555374155E3,6.502530081E1,2.551122280E1,1.917530110E1,3.664544678E1,1.549999952E0,1.906999969E2,5.162746907E0,3.790092468E0,2.500000000E0,2.900000000E1
1.556371540E3,6.502528691E1,2.551121621E1,1.926179341E1,3.673193359E1,1.549999952E0,1.861999969E2,5.164382198E0,3.790092468E0,2.500000000E0,2.900000000E1
1.557373586E3,6.502527243E1,2.551121012E1,1.922157689E1,3.669171143E1,1.700000048E0,1.885000000E2,5.165996864E0,3.790092468E0,2.500000000E0,2.900000000E1
1.558374294E3,6.502525804E1,2.551120551E1,1.887618440E1,3.634631348E1,1.570000052E0,1.868000031E2,5.167612662E0,3.790092468E0,2.500000000E0,2.900000000E1
1.559372793E3,6.502524362E1,2.551120126E1,1.921951258E1,3.668963623E1,1.690000057E0,1.885000000E2,5.169194292E0,3.790092468E0,2.500000000E0,2.900000000E1
1.560374840E3,6.502522956E1,2.551119616E1,1.885172012E1,3.632183838E1,1.460000038E0,1.895000000E2,5.170581436E0,3.790092468E0,2.500000000E0,2.900000000E1
1.561371658E3,6.502521726E1,2.551119123E1,1.863987186E1,3.610998535E1,1.340000033E0,1.918000031E2,5.171965448E0,3.790092468E0,2.500000000E0,2.900000000E1
1.562374139E3,6.502520508E1,2.551118516E1,1.839689575E1,3.586700439E1,1.450000048E0,1.940000000E2,5.173405653E0,3.790092468E0,2.500000000E0,2.900000000E1
1.563376292E3,6.502519250E1,2.551117786E1,1.786931297E1,3.533941650E1,1.450000048E0,1.956000061E2,5.175023308E0,3.790092468E0,2.500000000E0,2.800000000E1
1.564378361E3,6.502517832E1,2.551117016E1,1.817504378E1,3.564514160E1,1.659999967E0,1.930000000E2,5.176638301E0,3.790092468E0,2.500000000E0,2.800000000E1
1.565374993E3,6.502516407E1,2.551116351E1,1.800018368E1,3.547027588E1,1.399999976E0,1.930000000E2,5.178372753E0,3.790092468E0,2.500000000E0,2.900000000E1
1.566373515E3,6.502514876E1,2.551115644E1,1.848486989E1,3.595495605E1,1.789999962E0,1.916999969E2,5.180210836E0,3.790092468E0,2.500000000E0,2.900000000E1
1.567374223E3,6.502513254E1,2.551114889E1,1.880756916E1,3.627764893E1,1.669999957E0,1.955000000E2,5.181840642E0,3.790092468E0,2.500000000E0,2.900000000E1
1.568372888E3,6.502511831E1,2.551114057E1,1.869679615E1,3.616687012E1,1.379999995E0,1.956999969E2,5.183413628E0,3.790092468E0,2.500000000E0,2.900000000E1
1.569371255E3,6.502510464E1,2.551113195E1,1.827840579E1,3.574847412E1,1.559999943E0,1.938999939E2,5.185235744E0,3.790092468E0,2.500000000E0,2.900000000E1
1.570375959E3,6.502508869E1,2.551112305E1,1.839028968E1,3.586035156E1,1.960000038E0,1.913999939E2,5.186924205E0,3.790092468E0,2.500000000E0,2.900000000E1
1.571379272E3,6.502507388E1,2.551111511E1,1.872318138E1,3.619323730E1,1.429999948E0,1.916000061E2,5.188466481E0,3.790092468E0,2.500000000E0,2.900000000E1
1.572371747E3,6.502506046E1,2.551110681E1,1.865220300E1,3.612225342E1,1.610000014E0,1.980000000E2,5.190154892E0,3.790092468E0,2.500000000E0,2.900000000E1
1.573373940E3,6.502504599E1,2.551109591E1,1.863627898E1,3.610632324E1,1.639999986E0,1.995000000E2,5.191758402E0,3.790092468E0,2.500000000E0,2.900000000E1
1.574371987E3,6.502503228E1,2.551108532E1,1.838512517E1,3.585516357E1,1.529999971E0,1.988999939E2,5.193359239E0,3.790092468E0,2.500000000E0,2.800000000E1
1.575371611E3,6.502501844E1,2.551107593E1,1.837493807E1,3.584497070E1,1.519999981E0,1.956999969E2,5.194889824E0,3.790092468E0,2.500000000E0,2.800000000E1
1.576375173E3,6.502500511E1,2.551106780E1,1.849115448E1,3.596118164E1,1.419999957E0,1.936999969E2,5.196473706E0,3.790092468E0,2.500000000E0,2.800000000E1
1.577372695E3,6.502499111E1,2.551106158E1,1.844855743E1,3.591857910E1,1.539999962E0,1.926000061E2,5.198066900E0,3.790092468E0,2.500000000E0,2.800000000E1
1.578375001E3,6.502497704E1,2.551105517E1,1.812745701E1,3.559747314E1,1.450000048E0,1.971000061E2,5.199677919E0,3.790092468E0,2.500000000E0,2.900000000E1
1.579372591E3,6.502496295E1,2.551104718E1,1.800716243E1,3.547717285E1,1.559999943E0,1.948999939E2,5.201272912E0,3.790092468E0,2.500000000E0,3.000000000E1
1.580373416E3,6.502494910E1,2.551103834E1,1.804885517E1,3.551885986E1,1.440000057E0,1.981999969E2,5.202874530E0,3.790092468E0,2.500000000E0,3.000000000E1
1.581372666E3,6.502493510E1,2.551103032E1,1.753042823E1,3.500042725E1,1.580000043E0,1.953999939E2,5.204450785E0,3.790092468E0,2.500000000E0,3.000000000E1
1.582376104E3,6.502492150E1,2.551102085E1,1.749997739E1,3.496997070E1,1.460000038E0,1.996999969E2,5.205886750E0,3.790092468E0,2.500000000E0,2.900000000E1
1.583375638E3,6.502490941E1,2.551101010E1,1.725462138E1,3.472460938E1,1.340000033E0,2.023000031E2,5.207328806E0,3.790092468E0,2.500000000E0,3.000000000E1
1.584373925E3,6.502489744E1,2.551099828E1,1.722020294E1,3.469018555E1,1.590000033E0,2.041000061E2,5.208780209E0,3.790092468E0,2.500000000E0,3.000000000E1
1.585372592E3,6.502488487E1,2.551098995E1,1.683641911E1,3.430639648E1,1.370000005E0,1.981999969E2,5.210064041E0,3.790092468E0,2.500000000E0,2.900000000E1
1.586370826E3,6.502487365E1,2.551098350E1,1.690380648E1,3.437377930E1,1.269999981E0,1.940000000E2,5.211408799E0,3.790092468E0,2.500000000E0,2.900000000E1
1.587373935E3,6.502486190E1,2.551097672E1,1.684796409E1,3.431793213E1,1.360000014E0,1.978000031E2,5.213119017E0,3.790092468E0,2.500000000E0,2.900000000E1
1.588373681E3,6.502484713E1,2.551096656E1,1.645844390E1,3.392840576E1,1.879999995E0,1.978000031E2,5.214890822E0,3.790092468E0,2.500000000E0,2.900000000E1
1.589372644E3,6.502483179E1,2.551095635E1,1.666578671E1,3.413574219E1,1.490000010E0,1.950000000E2,5.216375304E0,3.790092468E0,2.500000000E0,2.900000000E1
1.590373116E3,6.502481871E1,2.551095002E1,1.702113858E1,3.449108887E1,1.259999990E0,1.938000031E2,5.217998868E0,3.790092468E0,2.500000000E0,2.900000000E1
1.591373785E3,6.502480442E1,2.551094292E1,1.740212571E1,3.487207031E1,1.769999981E0,1.936999969E2,5.220700407E0,3.790092468E0,2.500000000E0,2.900000000E1
1.592369939E3,6.502478046E1,2.551093339E1,1.741165649E1,3.488159180E1,3.319999933E0,1.898999939E2,5.223943723E0,3.790092468E0,2.500000000E0,2.900000000E1
1.593368856E3,6.502475160E1,2.551092338E1,1.756761234E1,3.503753662E1,3.190000057E0,1.888000031E2,5.225709061E0,3.790092468E0,2.500000000E0,2.900000000E1
1.594368694E3,6.502473581E1,2.551091947E1,1.716863140E1,3.463854980E1,9.100000262E-1,1.933999939E2,5.226934293E0,3.790092468E0,2.500000000E0,2.900000000E1
1.595370089E3,6.502472498E1,2.551091466E1,1.775811319E1,3.522802734E1,1.870000005E0,1.925000000E2,5.228970208E0,3.790092468E0,2.500000000E0,2.900000000E1
1.596366692E3,6.502470683E1,2.551090895E1,1.804394770E1,3.551385498E1,2.380000114E0,1.891999969E2,5.230505767E0,3.790092468E0,2.500000000E0,2.900000000E1
1.597372059E3,6.502469303E1,2.551090773E1,1.736603511E1,3.483593750E1,1.210000038E0,1.933999939E2,5.231896973E0,3.790092468E0,2.500000000E0,2.900000000E1
1.598373920E3,6.502468074E1,2.551090218E1,1.750721427E1,3.497711182E1,1.649999976E0,1.951999969E2,5.233481616E0,3.790092468E0,2.500000000E0,2.800000000E1
1.599372165E3,6.502466721E1,2.551089158E1,1.763765220E1,3.510754395E1,1.509999990E0,1.941999969E2,5.234677739E0,3.790092468E0,2.500000000E0,2.800000000E1
1.600370746E3,6.502465803E1,2.551087830E1,1.722859916E1,3.469848633E1,1.029999971E0,1.926999969E2,5.235818693E0,3.790092468E0,2.500000000E0,2.800000000E1
1.601374894E3,6.502464930E1,2.551086553E1,1.683041018E1,3.430029297E1,1.279999971E0,1.928999939E2,5.237095521E0,3.790092468E0,2.500000000E0,2.800000000E1
1.602371842E3,6.502463862E1,2.551085554E1,1.745974843E1,3.492962646E1,1.450000048E0,1.936999969E2,5.238279711E0,3.790092468E0,2.500000000E0,2.800000000E1
1.603373604E3,6.502462888E1,2.551084534E1,1.753586372E1,3.500573730E1,1.049999952E0,1.948999939E2,5.239443236E0,3.790092468E0,2.500000000E0,2.800000000E1
1.604373004E3,6.502461926E1,2.551083559E1,1.722184220E1,3.469171143E1,1.299999952E0,1.976000061E2,5.241621558E0,3.790092468E0,2.500000000E0,2.900000000E1
1.605370940E3,6.502460124E1,2.551081739E1,1.685521218E1,3.432507324E1,2.890000105E0,1.998999939E2,5.243273722E0,3.790092468E0,2.500000000E0,2.900000000E1
1.606372823E3,6.502458728E1,2.551080534E1,1.700402200E1,3.447387695E1,6.700000167E-1,1.976000061E2,5.244349761E0,3.790092468E0,2.500000000E0,2.900000000E1
1.607373950E3,6.502457804E1,2.551079853E1,1.675542972E1,3.422528076E1,1.389999986E0,1.975000000E2,5.245749447E0,3.790092468E0,2.500000000E0,2.900000000E1
1.608372145E3,6.502456590E1,2.551079065E1,1.659967304E1,3.406951904E1,1.330000043E0,1.961999969E2,5.247277079E0,3.790092468E0,2.500000000E0,2.900000000E1
1.609375872E3,6.502455285E1,2.551078048E1,1.693958341E1,3.440942383E1,1.470000029E0,1.968999939E2,5.248938065E0,3.790092468E0,2.500000000E0,2.900000000E1
1.610375425E3,6.502453886E1,2.551076808E1,1.709150607E1,3.456134033E1,1.500000000E0,1.971000061E2,5.250479460E0,3.790092468E0,2.500000000E0,2.900000000E1
1.611371509E3,6.502452607E1,2.551075542E1,1.637868225E1,3.384851074E1,1.340000033E0,1.973000031E2,5.251910777E0,3.790092468E0,2.500000000E0,2.900000000E1
1.612371654E3,6.502451413E1,2.551074403E1,1.619552109E1,3.366534424E1,1.350000024E0,1.983999939E2,5.253234788E0,3.790092468E0,2.500000000E0,2.900000000E1
1.613373385E3,6.502450359E1,2.551073091E1,1.630490113E1,3.377471924E1,1.200000048E0,2.023999939E2,5.254874425E0,3.790092468E0,2.500000000E0,2.900000000E1
1.614368177E3,6.502449136E1,2.551071140E1,1.666025411E1,3.413006592E1,1.909999967E0,2.023999939E2,5.256165045E0,3.790092468E0,2.500000000E0,2.900000000E1
1.615368607E3,6.502448165E1,2.551069634E1,1.635557157E1,3.382537842E1,8.299999833E-1,2.023999939E2,5.257617959E0,3.790092468E0,2.500000000E0,2.900000000E1
1.616373037E3,6.502447024E1,2.551068126E1,1.686039890E1,3.433020020E1,1.840000033E0,2.053000031E2,5.259357645E0,3.790092468E0,2.500000000E0,2.800000000E1
1.617375408E3,6.502445571E1,2.551066752E1,1.699675792E1,3.446655273E1,1.519999981E0,2.018000031E2,5.261041240E0,3.790092468E0,2.500000000E0,2.800000000E1
1.618374787E3,6.502444150E1,2.551065514E1,1.710119531E1,3.457098389E1,1.639999986E0,2.016999969E2,5.262829542E0,3.790092468E0,2.500000000E0,2.800000000E1
1.619373836E3,6.502442609E1,2.551064424E1,1.716699769E1,3.463677979E1,1.700000048E0,1.963999939E2,5.264439431E0,3.790092468E0,2.500000000E0,2.900000000E1
1.620375200E3,6.502441224E1,2.551063425E1,1.715009681E1,3.461987305E1,1.360000014E0,1.978999939E2,5.265780713E0,3.790092468E0,2.500000000E0,2.900000000E1
1.621379036E3,6.502440076E1,2.551062548E1,1.676350503E1,3.423327637E1,1.259999990E0,1.985000000E2,5.267341031E0,3.790092468E0,2.500000000E0,2.900000000E1
1.622375388E3,6.502438719E1,2.551061702E1,1.690035144E1,3.437011719E1,1.779999971E0,1.975000000E2,5.269043856E0,3.790092468E0,2.500000000E0,2.900000000E1
1.623374620E3,6.502437242E1,2.551060744E1,1.671438345E1,3.418414307E1,1.600000024E0,1.950000000E2,5.270675744E0,3.790092468E0,2.500000000E0,2.900000000E1
1.624372803E3,6.502435823E1,2.551059857E1,1.665829799E1,3.412805176E1,1.559999943E0,1.931999969E2,5.272319081E0,3.790092468E0,2.500000000E0,2.900000000E1
1.625373142E3,6.502434409E1,2.551058839E1,1.688181470E1,3.435156250E1,1.639999986E0,1.983000031E2,5.273861277E0,3.790092468E0,2.500000000E0,2.900000000E1
1.626372606E3,6.502433102E1,2.551057740E1,1.686155672E1,3.433129883E1,1.279999971E0,1.996000061E2,5.275225051E0,3.790092468E0,2.500000000E0,2.900000000E1
1.627372165E3,6.502431953E1,2.551056724E1,1.705528736E1,3.452502441E1,1.220000029E0,2.016000061E2,5.276371951E0,3.790092468E0,2.500000000E0,2.900000000E1
1.628373918E3,6.502430997E1,2.551055807E1,1.674212026E1,3.421185303E1,8.899999857E-1,2.013999939E2,5.277815174E0,3.790092468E0,2.500000000E0,2.900000000E1
1.629373912E3,6.502429748E1,2.551054971E1,1.691992088E1,3.438964844E1,1.690000057E0,1.975000000E2,5.279438629E0,3.790092468E0,2.500000000E0,2.900000000E1
1.630378296E3,6.502428346E1,2.551054006E1,1.686206543E1,3.433178711E1,1.389999986E0,1.983000031E2,5.280897081E0,3.790092468E0,2.500000000E0,2.900000000E1
1.631375586E3,6.502427070E1,2.551053287E1,1.653724151E1,3.400695801E1,1.259999990E0,1.968000031E2,5.282512360E0,3.790092468E0,2.500000000E0,2.900000000E1
1.632373660E3,6.502425652E1,2.551052540E1,1.643556263E1,3.390527344E1,1.649999976E0,1.963999939E2,5.284180456E0,3.790092468E0,2.500000000E0,2.900000000E1
1.633374339E3,6.502424206E1,2.551051594E1,1.638515360E1,3.385485840E1,1.500000000E0,1.971999969E2,5.285699610E0,3.790092468E0,2.500000000E0,2.900000000E1
1.634380294E3,6.502422877E1,2.551050844E1,1.649276398E1,3.396246338E1,1.500000000E0,1.950000000E2,5.287146981E0,3.790092468E0,2.500000000E0,2.900000000E1
1.635372732E3,6.502421601E1,2.551050235E1,1.674197558E1,3.421166992E1,1.379999995E0,1.983000031E2,5.288637806E0,3.790092468E0,2.500000000E0,2.800000000E1
1.636371847E3,6.502420290E1,2.551049570E1,1.663089684E1,3.410058594E1,1.559999943E0,1.966000061E2,5.289934348E0,3.790092468E0,2.500000000E0,2.800000000E1
1.637372234E3,6.502419146E1,2.551049036E1,1.654563525E1,3.401531982E1,1.100000024E0,1.993000031E2,5.291255842E0,3.790092468E0,2.500000000E0,2.800000000E1
1.638374965E3,6.502417995E1,2.551048335E1,1.674516391E1,3.421484375E1,1.529999971E0,1.970000000E2,5.292583935E0,3.790092468E0,2.500000000E0,2.800000000E1
1.639370999E3,6.502416829E1,2.551047722E1,1.689818373E1,3.436785889E1,1.259999990E0,1.943999939E2,5.293830748E0,3.790092468E0,2.500000000E0,2.800000000E1
1.640371663E3,6.502415723E1,2.551047285E1,1.707702103E1,3.454669189E1,1.360000014E0,1.941999969E2,5.295101459E0,3.790092468E0,2.500000000E0,2.900000000E1
1.641375127E3,6.502414594E1,2.551046866E1,1.742120263E1,3.489086914E1,1.289999962E0,1.978999939E2,5.296488385E0,3.790092468E0,2.500000000E0,2.900000000E1
1.642369847E3,6.502413369E1,2.551046310E1,1.762543109E1,3.509509277E1,1.620000005E0,1.951999969E2,5.297967146E0,3.790092468E0,2.500000000E0,2.900000000E1
1.643372467E3,6.502412061E1,2.551045741E1,1.764075604E1,3.511041260E1,1.539999962E0,1.951000061E2,5.299441951E0,3.790092468E0,2.500000000E0,2.900000000E1
