"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.821776364E1,-4.903568923E-1,-1.191578388E0,-9.976072311E-1,1.629579432E0
5.822274817E1,-4.187396169E-1,-1.079003215E0,-1.551243305E0,1.935444806E0
5.822773265E1,-2.853422463E-1,-1.048612475E0,-2.048895836E0,2.319263346E0
5.823271718E1,-1.894708425E-1,-1.061777830E0,-2.555298805E0,2.773593940E0
5.823770166E1,-1.346191317E-1,-1.074932814E0,-2.982041836E0,3.172723810E0
5.824268619E1,-5.943883210E-2,-1.037388086E0,-3.384389400E0,3.540310527E0
5.824767067E1,-2.533540130E-3,-9.299765825E-1,-3.678683758E0,3.794413927E0
5.825265520E1,3.848616034E-2,-8.100606203E-1,-3.857939720E0,3.942255481E0
5.825763968E1,3.985684365E-2,-7.231208086E-1,-4.013230324E0,4.078052219E0
5.826262421E1,1.004991010E-1,-6.785879135E-1,-4.091977119E0,4.149079220E0
5.826760859E1,1.495910883E-1,-6.429145336E-1,-4.149295330E0,4.201472162E0
5.827259307E1,2.020292282E-1,-6.614978313E-1,-4.149331570E0,4.206583847E0
5.827757760E1,2.588100433E-1,-6.338340044E-1,-4.099308968E0,4.156087366E0
5.828256213E1,3.450557292E-1,-6.056890488E-1,-3.996819973E0,4.057153260E0
5.828754661E1,4.185647964E-1,-5.676420927E-1,-3.913654327E0,3.976695139E0
5.829253114E1,4.466311038E-1,-5.151151419E-1,-3.876040459E0,3.935544764E0
5.829751557E1,5.370448828E-1,-4.866992235E-1,-3.788144588E0,3.856855295E0
5.830250004E1,6.035162210E-1,-5.039851665E-1,-3.740916252E0,3.822654481E0
5.830748458E1,6.840610504E-1,-4.807219505E-1,-3.734314442E0,3.826765927E0
5.831246911E1,7.422710657E-1,-4.718302488E-1,-3.765933990E0,3.867279268E0
5.831745359E1,7.629665136E-1,-4.556016922E-1,-3.814244270E0,3.916395046E0
5.832243812E1,7.142549157E-1,-4.100614786E-1,-3.869778633E0,3.956450072E0
5.832742255E1,6.815926433E-1,-3.660035133E-1,-3.942198277E0,4.017393976E0
5.833240702E1,6.400644183E-1,-3.114228249E-1,-3.914294243E0,3.978487911E0
5.833739156E1,5.866881609E-1,-2.986214161E-1,-3.807829380E0,3.864316542E0
5.834237609E1,4.947247207E-1,-2.844436169E-1,-3.668391705E0,3.712513760E0
5.834736057E1,4.480614364E-1,-2.450791597E-1,-3.476857185E0,3.514165439E0
5.835234510E1,4.088435173E-1,-2.090439796E-1,-3.324244499E0,3.355808978E0
5.835732947E1,2.695273161E-1,-1.642384529E-1,-3.131575108E0,3.147440531E0
5.836231395E1,1.811185479E-1,-1.206039190E-1,-2.788754463E0,2.797230897E0
5.836729848E1,1.056322604E-1,4.834604263E-2,-2.422684669E0,2.425468310E0
5.837228301E1,5.803525448E-2,2.008926868E-1,-1.997388840E0,2.008304792E0
5.837726749E1,-1.616057754E-2,3.672649860E-1,-1.548610687E0,1.591646881E0
5.838225202E1,-1.430112123E-1,5.036196709E-1,-1.119269371E0,1.235657276E0
5.838723640E1,-2.530041039E-1,6.667592525E-1,-7.092037201E-1,1.005757870E0
5.839222088E1,-3.028802574E-1,8.296267986E-1,-2.990951538E-1,9.324564260E-1
5.839720541E1,-3.689167500E-1,9.751255512E-1,5.849933624E-2,1.044218168E0
5.840218994E1,-3.287830949E-1,1.107900858E0,2.966966629E-1,1.193135174E0
5.840717442E1,-2.371703088E-1,1.165724516E0,4.587297440E-1,1.274988777E0
5.841215895E1,-1.538161039E-1,1.206723213E0,5.637111664E-1,1.340750009E0
5.841714338E1,-6.900691986E-2,1.312767982E0,5.972547531E-1,1.443895762E0
5.842212786E1,3.870302439E-2,1.364861727E0,5.736532211E-1,1.481021092E0
5.842711239E1,8.498004079E-2,1.402005672E0,5.550251007E-1,1.510263015E0
5.843209692E1,4.288363457E-2,1.436429977E0,6.465530396E-1,1.575817540E0
5.843708140E1,3.415891528E-2,1.501674891E0,7.643394470E-1,1.685351328E0
5.844206593E1,7.984665036E-2,1.511569738E0,8.748378754E-1,1.748301996E0
5.844705031E1,1.531870663E-1,1.540414810E0,1.025876999E0,1.857085804E0
5.845203478E1,2.612886429E-1,1.578826904E0,1.116869926E0,1.951503159E0
5.845701932E1,3.249881566E-1,1.624607563E0,1.253107071E0,2.077316627E0
5.846200385E1,3.681157529E-1,1.670689106E0,1.432106972E0,2.231062903E0
5.846698833E1,3.356252611E-1,1.679151297E0,1.579562187E0,2.329637331E0
5.847197286E1,3.044156730E-1,1.695706844E0,1.764858246E0,2.466336399E0
5.847695723E1,2.293553054E-1,1.646593094E0,1.887382507E0,2.515171048E0
5.848194171E1,1.945582628E-1,1.584830761E0,2.054821014E0,2.602274171E0
5.848692624E1,1.351924241E-1,1.539539337E0,2.322052956E0,2.789334740E0
5.849191077E1,-1.302260160E-2,1.543992281E0,2.607662201E0,3.030508853E0
5.849689525E1,-1.441190541E-1,1.550226212E0,2.906882286E0,3.297565198E0
5.850187979E1,-2.193346918E-1,1.517460346E0,3.214960098E0,3.561848122E0
5.850686421E1,-2.982307673E-1,1.469356298E0,3.515221596E0,3.821613846E0
5.851184869E1,-3.209344149E-1,1.444157362E0,3.807695389E0,4.084988808E0
5.851683322E1,-3.953337073E-1,1.370152950E0,4.104331970E0,4.345014243E0
5.852181775E1,-3.290250301E-1,1.292250395E0,4.436407089E0,4.632480590E0
5.852680223E1,-1.472609639E-1,1.241366386E0,4.653251648E0,4.818239014E0
5.853178676E1,-7.213714719E-2,1.251024723E0,4.802880287E0,4.963660512E0
5.853677114E1,-1.138353050E-1,1.328392506E0,4.897305489E0,5.075547869E0
5.854175562E1,-2.107329071E-1,1.387515306E0,5.017865181E0,5.210429738E0
5.854674015E1,-3.135205209E-1,1.480514050E0,5.147857666E0,5.365692455E0
5.855172468E1,-4.996686280E-1,1.556347489E0,5.294567108E0,5.541148537E0
5.855670916E1,-7.484427691E-1,1.585546732E0,5.482007980E0,5.755565699E0
5.856169369E1,-1.050630927E0,1.559907317E0,5.739030838E0,6.039338635E0
5.856667807E1,-1.288735628E0,1.466611862E0,5.888689995E0,6.203906812E0
5.857166254E1,-1.498026371E0,1.297549129E0,5.974420547E0,6.294554601E0
5.857664708E1,-1.716232300E0,1.076166391E0,5.927064896E0,6.263679884E0
5.858163161E1,-1.806191444E0,7.589664459E-1,5.730194092E0,6.055863434E0
5.858661609E1,-1.846850634E0,4.681608677E-1,5.364864349E0,5.693136337E0
5.859160062E1,-1.822042227E0,1.848285198E-1,4.907783508E0,5.238352644E0
5.859658505E1,-1.746948123E0,-9.978485107E-2,4.342123985E0,4.681434125E0
5.860156952E1,-1.622650981E0,-2.988767624E-1,3.830521584E0,4.170757620E0
5.860655406E1,-1.461857915E0,-4.598698616E-1,3.344053268E0,3.678478098E0
5.861153859E1,-1.348728538E0,-5.701565742E-1,2.875346184E0,3.226726339E0
5.861652307E1,-1.252508879E0,-7.226451635E-1,2.460143089E0,2.853646534E0
5.862150760E1,-1.099107742E0,-8.980652094E-1,2.146207809E0,2.573085096E0
5.862649197E1,-9.427681565E-1,-1.014965177E0,1.832985878E0,2.297564653E0
5.863147645E1,-7.539768815E-1,-1.118802190E0,1.522922516E0,2.034574272E0
5.863646098E1,-5.893987417E-1,-1.187988281E0,1.196933746E0,1.786437076E0
5.864144551E1,-3.932237625E-1,-1.281818986E0,8.190965652E-1,1.571179182E0
5.864642999E1,-2.392009497E-1,-1.354312420E0,3.630857468E-1,1.422396036E0
5.865141452E1,-1.200023890E-1,-1.402564168E0,-9.216594696E-2,1.410702442E0
5.865639890E1,-7.382464409E-2,-1.414157748E0,-4.606418610E-1,1.489121600E0
5.866138338E1,-3.665053844E-2,-1.436461926E0,-8.503074646E-1,1.669667305E0
5.866636791E1,4.793441296E-2,-1.499767065E0,-1.259043694E0,1.958772570E0
5.867135244E1,1.236463189E-1,-1.583995342E0,-1.634546280E0,2.279489241E0
5.867633692E1,1.413040757E-1,-1.642745256E0,-1.979636669E0,2.576342400E0
5.868132145E1,1.041235328E-1,-1.675251603E0,-2.196650505E0,2.764522216E0
5.868630583E1,3.959947824E-2,-1.671714067E0,-2.362521172E0,2.894426079E0
5.869129030E1,-7.024395466E-2,-1.660768747E0,-2.367412090E0,2.892702378E0
5.869627484E1,-1.449996233E-1,-1.797824860E0,-2.185309887E0,2.833509911E0
5.870125937E1,-2.568618059E-1,-1.896560431E0,-1.847410202E0,2.660045847E0
5.870624385E1,-3.880779147E-1,-1.883669853E0,-1.284157753E0,2.312547885E0
5.871122838E1,-5.054765940E-1,-1.763142705E0,-6.315832138E-1,1.939864980E0
5.871621281E1,-5.154156685E-1,-1.615479946E0,7.957458496E-3,1.695727599E0
5.872119728E1,-4.564173818E-1,-1.444360018E0,5.656108856E-1,1.616913220E0
5.872618182E1,-4.960572720E-1,-1.329421878E0,9.771966934E-1,1.722889644E0
5.873116635E1,-5.125425458E-1,-1.278239727E0,1.228745461E0,1.845646788E0
5.873615083E1,-5.611251593E-1,-1.245852113E0,1.299135208E0,1.885407441E0
5.874113536E1,-5.248858929E-1,-1.203832626E0,1.236553192E0,1.803824268E0
5.874611973E1,-4.522383213E-1,-1.147686481E0,1.053229332E0,1.622034459E0
5.875110421E1,-4.588922858E-1,-1.096636176E0,6.632299423E-1,1.361274032E0
5.875608874E1,-4.654729366E-1,-1.134069562E0,7.391262054E-2,1.228105004E0
5.876107327E1,-5.022220612E-1,-1.175554276E0,-6.380977631E-1,1.428748966E0
5.876605775E1,-5.185232162E-1,-1.222419977E0,-1.468177319E0,1.979576107E0
5.877104229E1,-4.692947268E-1,-1.257049322E0,-2.244220734E0,2.614753763E0
5.877602666E1,-2.952682376E-1,-1.245558858E0,-2.834924698E0,3.110530219E0
5.878101114E1,-9.628379345E-2,-1.168557525E0,-3.424897194E0,3.620043929E0
5.878599567E1,3.964591026E-2,-1.188557148E0,-4.045427322E0,4.216600777E0
5.879098020E1,2.038299441E-1,-1.264730692E0,-4.440649033E0,4.621737141E0
5.879596468E1,3.802592754E-1,-1.303509355E0,-4.795274258E0,4.983812693E0
5.880094921E1,5.178183913E-1,-1.309756637E0,-5.047253132E0,5.240072758E0
5.880593359E1,5.515229702E-1,-1.206642151E0,-5.361960411E0,5.523656607E0
5.881091807E1,4.297613204E-1,-1.013469577E0,-5.397342682E0,5.508459258E0
5.881590260E1,3.822565973E-1,-8.813393116E-1,-5.340334415E0,5.426052963E0
5.882088713E1,4.099131525E-1,-8.608450890E-1,-5.272212982E0,5.357733923E0
5.882587161E1,4.636183977E-1,-8.901405334E-1,-5.128158569E0,5.225447589E0
5.883085614E1,4.561002254E-1,-8.783965111E-1,-4.967923164E0,5.065557068E0
5.883584057E1,4.154669046E-1,-9.046716690E-1,-4.820075989E0,4.921806184E0
5.884082504E1,4.343992174E-1,-9.186786413E-1,-4.655748367E0,4.765361055E0
5.884580958E1,4.136961401E-1,-8.963832855E-1,-4.501202583E0,4.608196197E0
5.885079411E1,3.403142691E-1,-8.113248348E-1,-4.392271042E0,4.479520811E0
5.885577859E1,3.374299407E-1,-7.276231050E-1,-4.317006111E0,4.390881018E0
5.886076312E1,3.651262522E-1,-6.566846371E-1,-4.325691223E0,4.390461986E0
5.886574749E1,3.877165020E-1,-5.670735836E-1,-4.286698341E0,4.341391390E0
5.887073202E1,3.811478913E-1,-4.131441116E-1,-4.216888428E0,4.254187324E0
5.887571650E1,4.193281233E-1,-3.287487030E-1,-4.171385288E0,4.205278470E0
5.888070104E1,4.439037442E-1,-2.275526524E-1,-4.104773521E0,4.134972359E0
5.888568551E1,4.254621565E-1,-9.301924706E-2,-3.995529652E0,4.019194922E0
5.889067004E1,4.825913608E-1,1.699852943E-2,-3.786249161E0,3.816918401E0
5.889565442E1,5.306388140E-1,1.760690212E-1,-3.462592602E0,3.507438578E0
5.890063890E1,5.879604816E-1,2.805688381E-1,-3.184886456E0,3.250833452E0
5.890562343E1,6.034063101E-1,3.730940819E-1,-2.948232651E0,3.032387530E0
5.891060796E1,5.587421656E-1,4.794707298E-1,-2.573166847E0,2.676429078E0
5.891559244E1,4.456892312E-1,6.109066010E-1,-2.177041054E0,2.304637394E0
5.892057697E1,2.635673285E-1,6.997926235E-1,-1.810075760E0,1.958456461E0
5.892556135E1,5.270594358E-2,7.598907948E-1,-1.455394745E0,1.642676414E0
5.893054583E1,-1.536750197E-1,8.242039680E-1,-1.139221191E0,1.414479804E0
5.893553036E1,-3.389207721E-1,9.302904606E-1,-7.321596146E-1,1.231407866E0
5.894051489E1,-4.268175364E-1,9.459593296E-1,-3.945198059E-1,1.110251386E0
5.894549937E1,-4.823604822E-1,9.360873699E-1,-1.597557068E-1,1.065107077E0
5.895048390E1,-4.981144071E-1,9.083302021E-1,2.963542938E-2,1.036368649E0
5.895546827E1,-5.086572170E-1,8.495697975E-1,7.070636749E-2,9.927237258E-1
5.896045275E1,-4.739422202E-1,7.972102165E-1,1.070337296E-1,9.336067570E-1
5.896543728E1,-3.444131017E-1,7.239191532E-1,1.001758575E-1,8.079074993E-1
5.897042182E1,-1.497351527E-1,6.622509956E-1,1.863431931E-1,7.040744157E-1
5.897540630E1,9.695011377E-2,6.033563614E-1,3.964319229E-1,7.284205467E-1
5.898039083E1,3.275298476E-1,5.669362545E-1,6.560573578E-1,9.268785112E-1
5.898537520E1,5.258801579E-1,5.986387730E-1,9.483728409E-1,1.238680494E0
5.899035968E1,6.659030318E-1,6.096212864E-1,1.292525291E0,1.576606035E0
5.899534421E1,7.692561746E-1,5.378239155E-1,1.585531235E0,1.842530576E0
5.900032874E1,7.897002101E-1,5.099549294E-1,1.925540924E0,2.142752506E0
5.900531322E1,7.910316586E-1,5.279533863E-1,2.252727509E0,2.445249904E0
5.901029775E1,6.837912202E-1,5.842106342E-1,2.557579994E0,2.711104558E0
5.901528213E1,5.292209387E-1,6.642038822E-1,2.866422653E0,2.989585327E0
5.902026661E1,3.339946866E-1,7.244184017E-1,3.143442154E0,3.243079254E0
5.902525114E1,4.033541679E-2,8.383514881E-1,3.458209038E0,3.558605051E0
5.903023567E1,-2.350479364E-1,9.622378349E-1,3.846673012E0,3.972158411E0
5.903522015E1,-4.565398097E-1,1.069074035E0,4.258636475E0,4.414445890E0
5.904020468E1,-6.914929748E-1,1.188757896E0,4.749340057E0,4.944445252E0
5.904518906E1,-8.604742885E-1,1.346260190E0,5.235234261E0,5.473619485E0
5.905017354E1,-9.123314619E-1,1.392235041E0,5.584959030E0,5.827729787E0
5.905515807E1,-8.714880347E-1,1.383668065E0,5.880101204E0,6.103246585E0
5.906014260E1,-8.651862144E-1,1.313195586E0,6.099216461E0,6.298688060E0
5.906512708E1,-6.535416842E-1,1.171385884E0,6.082097054E0,6.228255469E0
5.907011161E1,-4.135507345E-1,9.305917025E-1,5.895843506E0,5.983142633E0
5.907509598E1,-2.599858344E-1,7.785273790E-1,5.662488937E0,5.721667456E0
5.908008046E1,-1.737010181E-1,6.854107380E-1,5.391380310E0,5.437549225E0
5.908506499E1,-1.018451750E-1,6.211818457E-1,5.103882790E0,5.142553729E0
5.909004952E1,-6.316652894E-2,5.886124372E-1,5.008095741E0,5.042963173E0
5.909503400E1,-2.082309127E-2,5.709136724E-1,5.003320694E0,5.035831013E0
5.910001854E1,-9.528785944E-3,6.460564137E-1,5.094446182E0,5.135256721E0
5.910500291E1,-6.848898530E-2,7.406179905E-1,5.286464691E0,5.338531135E0
5.910998739E1,-1.816960573E-1,8.026448488E-1,5.369073868E0,5.431777463E0
5.911497192E1,-3.458719552E-1,8.188275099E-1,5.213508606E0,5.288740671E0
5.911995645E1,-4.845025241E-1,7.501643896E-1,4.880051613E0,4.961087890E0
5.912494093E1,-6.006989479E-1,6.347696781E-1,4.400106430E0,4.486057107E0
5.912992546E1,-6.735006571E-1,4.704071283E-1,3.749963760E0,3.838894920E0
5.913490979E1,-6.607047319E-1,2.244049311E-1,2.884275436E0,2.967479252E0
5.913989426E1,-6.212823391E-1,-2.062928677E-2,2.051920891E0,2.144014145E0
5.914487880E1,-5.372300744E-1,-2.924926281E-1,1.293360710E0,1.430716610E0
5.914986327E1,-2.899151444E-1,-4.494234324E-1,6.538467407E-1,8.447175699E-1
5.915484780E1,-7.656806707E-2,-6.224129200E-1,1.105117798E-2,6.272022325E-1
5.915983228E1,1.086374223E-1,-8.675702810E-1,-6.473255157E-1,1.087892736E0
5.916481671E1,3.784036040E-1,-1.106423855E0,-1.218935013E0,1.689131611E0
5.916980119E1,5.583053827E-1,-1.308708429E0,-1.733128548E0,2.242355283E0
5.917478572E1,6.830484271E-1,-1.401591301E0,-2.130574703E0,2.640144294E0
5.917977020E1,8.430173397E-1,-1.516069055E0,-2.359069824E0,2.928199797E0
5.918475473E1,1.004517555E0,-1.594542980E0,-2.385431290E0,3.040050209E0
5.918973921E1,1.100497723E0,-1.725444674E0,-2.315250874E0,3.090087567E0
5.919472364E1,1.282630801E0,-1.899093747E0,-2.081626415E0,3.095943695E0
5.919970812E1,1.531084299E0,-2.139371395E0,-1.823416710E0,3.200933863E0
5.920469265E1,1.632422924E0,-2.238275528E0,-1.528515339E0,3.164022927E0
5.920967713E1,1.600671053E0,-2.267823219E0,-1.139431000E0,3.000578774E0
5.921466166E1,1.464004993E0,-2.197485447E0,-7.350292206E-1,2.740897821E0
5.921964614E1,1.305428743E0,-2.135271788E0,-3.798151016E-1,2.531361160E0
5.922463057E1,1.099950790E0,-2.093353271E0,-4.731941223E-2,2.365218550E0
5.922961504E1,9.201749563E-1,-2.057712317E0,2.195234299E-1,2.264749978E0
5.923459958E1,7.046740055E-1,-2.035836697E0,4.615592957E-1,2.203232510E0
5.923958406E1,4.782086611E-1,-1.975787044E0,6.574764252E-1,2.136514267E0
5.924456859E1,1.885954440E-1,-1.924189568E0,8.746051788E-1,2.122029206E0
5.924955307E1,-4.869467020E-2,-1.903677940E0,1.007932663E0,2.154597207E0
5.925453744E1,-2.694189548E-1,-1.924988389E0,1.021974564E0,2.196041639E0
5.925952192E1,-4.453536868E-1,-1.876475692E0,9.457941055E-1,2.148028728E0
5.926450645E1,-5.797878504E-1,-1.825934649E0,7.318124771E-1,2.050790285E0
5.926949093E1,-6.861877441E-1,-1.711223364E0,3.538713455E-1,1.877328940E0
5.927447546E1,-7.491642237E-1,-1.644824982E0,-8.498859406E-2,1.809397501E0
5.927945999E1,-7.150425315E-1,-1.621815205E0,-5.608243942E-1,1.859057390E0
5.928444442E1,-5.753540993E-1,-1.581886768E0,-1.066550255E0,1.992718629E0
5.928942890E1,-4.148139060E-1,-1.551082850E0,-1.575922012E0,2.249768604E0
5.929441343E1,-2.439276278E-1,-1.536223173E0,-2.074712276E0,2.593050974E0
5.929939791E1,-9.207713604E-2,-1.465115547E0,-2.522400379E0,2.918483414E0
5.930438244E1,7.855600119E-2,-1.371259928E0,-2.916718483E0,3.223937274E0
5.930936692E1,2.918671668E-1,-1.259405375E0,-3.241016388E0,3.489337411E0
5.931435130E1,5.599170327E-1,-1.160381198E0,-3.600729465E0,3.824296575E0
5.931933577E1,6.839139462E-1,-1.035350800E0,-3.926577091E0,4.117972464E0
5.932432030E1,7.431799769E-1,-8.290090561E-1,-4.228244781E0,4.372370801E0
5.932930479E1,8.170622587E-1,-6.847419739E-1,-4.469926357E0,4.595291497E0
5.933428932E1,8.774822950E-1,-6.356909275E-1,-4.687616348E0,4.811218677E0
5.933927385E1,9.323383570E-1,-6.382215023E-1,-4.924475670E0,5.052429329E0
5.934425822E1,9.628697038E-1,-6.418071985E-1,-5.024997711E0,5.156513991E0
5.934924270E1,1.017355204E0,-6.391561031E-1,-5.154438019E0,5.292614045E0
5.935422723E1,1.052951097E0,-6.660772562E-1,-5.188353539E0,5.335857697E0
5.935921171E1,1.079619527E0,-6.720209122E-1,-5.232172966E0,5.384498526E0
5.936419624E1,1.066092372E0,-6.233749390E-1,-5.209365845E0,5.353750252E0
5.936918072E1,1.064763069E0,-5.391935110E-1,-5.143993855E0,5.280636591E0
5.937416510E1,1.015599728E0,-4.482805729E-1,-5.040893555E0,5.161686363E0
5.937914958E1,8.990951777E-1,-3.317101002E-1,-4.883340359E0,4.976486390E0
5.938413411E1,8.561263084E-1,-2.018281221E-1,-4.673735142E0,4.755784585E0
5.938911859E1,7.525698543E-1,-1.641356945E-1,-4.433625221E0,4.500037168E0
5.939410312E1,6.265551448E-1,-1.229243279E-1,-4.215673447E0,4.263752379E0
5.939908760E1,5.115094185E-1,-6.407284737E-2,-4.022194862E0,4.055095403E0
5.940407202E1,3.356497288E-1,3.364944458E-2,-3.814813137E0,3.829698721E0
5.940905650E1,1.469984651E-1,8.412814140E-2,-3.598335266E0,3.602319084E0
5.941404104E1,1.014083624E-2,1.136131287E-1,-3.413413525E0,3.415318824E0
5.941902551E1,-1.373963952E-1,1.817729473E-1,-3.188210487E0,3.196342486E0
5.942401004E1,-3.056198955E-1,2.619726658E-1,-2.824657440E0,2.853195201E0
5.942899452E1,-3.631214499E-1,3.538925648E-1,-2.471208572E0,2.522690814E0
5.943397895E1,-4.150454998E-1,4.353408813E-1,-2.149223804E0,2.231803623E0
5.943896348E1,-4.782302976E-1,5.348947048E-1,-1.801222324E0,1.938870399E0
5.944394796E1,-5.791242123E-1,6.241180897E-1,-1.494301796E0,1.719838975E0
5.944893244E1,-7.031437159E-1,7.197644711E-1,-1.178151131E0,1.549358598E0
5.945391697E1,-8.378378749E-1,8.863102198E-1,-8.216209412E-1,1.470571005E0
5.945890145E1,-8.725697398E-1,1.061036825E0,-4.365968704E-1,1.441455488E0
5.946388583E1,-9.004569054E-1,1.138421416E0,-4.936122894E-2,1.452330021E0
5.946887030E1,-9.449408054E-1,1.201825857E0,3.043279648E-1,1.558818151E0
5.947385484E1,-9.697988033E-1,1.336955190E0,6.533279419E-1,1.776174625E0
5.947883932E1,-9.864848256E-1,1.433377624E0,1.002514839E0,2.008173231E0
5.948382385E1,-9.681301117E-1,1.495782495E0,1.229931831E0,2.165034294E0
5.948880833E1,-9.646191597E-1,1.540927172E0,1.431458473E0,2.313875544E0
5.949379275E1,-9.565629959E-1,1.581055284E0,1.556844711E0,2.416301726E0
5.949877723E1,-9.459011555E-1,1.614232421E0,1.615691185E0,2.472030200E0
5.950376176E1,-8.680599332E-1,1.607529759E0,1.610358238E0,2.435350823E0
5.950874624E1,-7.664877772E-1,1.561661005E0,1.528813362E0,2.315935859E0
5.951373077E1,-6.797747016E-1,1.513416171E0,1.457087517E0,2.208082015E0
5.951871525E1,-5.915130377E-1,1.535283446E0,1.397392273E0,2.158631071E0
5.952369963E1,-4.757313728E-1,1.574821234E0,1.385519981E0,2.150824929E0
5.952868411E1,-3.473562002E-1,1.598914027E0,1.440429688E0,2.179912861E0
5.953366864E1,-2.333512902E-1,1.624665499E0,1.554744720E0,2.260801175E0
5.953865312E1,-1.193457842E-1,1.609190702E0,1.713995934E0,2.354043371E0
5.954363765E1,-3.430432081E-2,1.600507021E0,1.934827805E0,2.511246333E0
5.954862213E1,7.038235664E-3,1.558147669E0,2.145315170E0,2.651462026E0
5.955360656E1,2.874046564E-2,1.561003447E0,2.405309677E0,2.867590002E0
5.955859104E1,2.824127674E-2,1.568285227E0,2.729105949E0,3.147750849E0
5.956357557E1,-5.464589596E-2,1.567379355E0,3.202863693E0,3.566230511E0
5.956856005E1,-1.213519573E-1,1.545560241E0,3.656719208E0,3.971785256E0
5.957354458E1,-1.973812580E-1,1.483075261E0,4.011941910E0,4.281839497E0
5.957852911E1,-3.924921751E-1,1.522784710E0,4.443484306E0,4.713541785E0
5.958351348E1,-5.457208753E-1,1.513231635E0,4.748048782E0,5.013147564E0
5.958849796E1,-6.849883199E-1,1.420436859E0,4.969038010E0,5.213270433E0
5.959348249E1,-7.660303116E-1,1.335348487E0,5.037284851E0,5.267276022E0
5.959846697E1,-7.355083823E-1,1.289593816E0,4.847669601E0,5.069903880E0
5.960345150E1,-7.444354296E-1,1.205035806E0,4.596527100E0,4.809818789E0
5.960843598E1,-7.313468456E-1,1.118481994E0,4.283710480E0,4.487320543E0
5.961342036E1,-6.876780987E-1,1.095402837E0,3.940154076E0,4.147001650E0
5.961840484E1,-7.056671381E-1,1.107216954E0,3.742801666E0,3.966416494E0
5.962338937E1,-7.697050571E-1,1.162964821E0,3.734530449E0,3.986433334E0
5.962837385E1,-8.354762793E-1,1.108647943E0,3.781176567E0,4.027954457E0
5.963335838E1,-8.989213705E-1,1.010404229E0,3.827765465E0,4.059650821E0
5.963834286E1,-9.388886690E-1,8.697885275E-1,3.886390686E0,4.091708272E0
5.964332729E1,-9.599663615E-1,6.839202642E-1,3.815996170E0,3.993883963E0
5.964831176E1,-9.882686138E-1,4.816027880E-1,3.635886192E0,3.798458174E0
5.965329630E1,-1.033221006E0,2.846845388E-1,3.329398155E0,3.497639634E0
5.965828077E1,-1.095119238E0,1.106318235E-1,3.035267830E0,3.228680279E0
5.966326530E1,-1.142913342E0,-1.358637810E-1,2.777305603E0,3.006349329E0
5.966824978E1,-1.181670427E0,-2.846684456E-1,2.584112167E0,2.855699007E0
5.967323416E1,-1.185167074E0,-3.503458500E-1,2.553707123E0,2.837037765E0
5.967821864E1,-1.129181623E0,-4.483195543E-1,2.523337364E0,2.800584406E0
5.968320317E1,-1.130809665E0,-6.309463978E-1,2.442737579E0,2.764740627E0
5.968818765E1,-1.168491960E0,-8.569583893E-1,2.331013680E0,2.744699604E0
5.969317218E1,-1.220122814E0,-9.394640923E-1,2.252813339E0,2.728820332E0
5.969815666E1,-1.294424057E0,-1.055464506E0,2.224884033E0,2.782022272E0
5.970314104E1,-1.332640171E0,-1.118959904E0,2.211445808E0,2.813981815E0
5.970812551E1,-1.371685743E0,-1.185143232E0,2.174354553E0,2.830883958E0
5.971311004E1,-1.326674700E0,-1.237472057E0,2.085082054E0,2.763868670E0
5.971809452E1,-1.261640787E0,-1.278231025E0,1.936547279E0,2.641179167E0
5.972307906E1,-1.161411524E0,-1.321810126E0,1.652342796E0,2.413772039E0
5.972806354E1,-1.081624269E0,-1.305687666E0,1.395207405E0,2.195753867E0
5.973304796E1,-1.015882015E0,-1.251506329E0,1.095659256E0,1.949039139E0
5.973803244E1,-9.246087670E-1,-1.238077879E0,8.014593124E-1,1.740711129E0
5.974301697E1,-8.139611483E-1,-1.248046875E0,4.190406799E-1,1.547820676E0
5.974800145E1,-7.382261157E-1,-1.337978840E0,4.147243500E-2,1.528687390E0
5.975298598E1,-6.217665076E-1,-1.425601721E0,-2.908697128E-1,1.582257579E0
5.975797046E1,-5.324978828E-1,-1.459952354E0,-5.926580429E-1,1.663207272E0
5.976295484E1,-5.189149976E-1,-1.457146406E0,-7.780370712E-1,1.731441627E0
5.976793932E1,-5.235730410E-1,-1.483994961E0,-8.759164810E-1,1.800999571E0
5.977292385E1,-5.125720501E-1,-1.497572303E0,-8.073682785E-1,1.776878287E0
5.977790833E1,-5.423431396E-1,-1.403068066E0,-5.651102066E-1,1.606886936E0
5.978289286E1,-5.924882889E-1,-1.268986821E0,-2.039432526E-1,1.415260674E0
5.978787734E1,-6.446251273E-1,-1.085151196E0,1.880092621E-1,1.276104288E0
5.979286171E1,-6.826149225E-1,-9.607155323E-1,4.676370621E-1,1.267920300E0
5.979784619E1,-6.546596885E-1,-9.010998011E-1,5.612010956E-1,1.247199595E0
5.980283072E1,-6.792032123E-1,-8.919992447E-1,4.762411118E-1,1.218107242E0
5.980781520E1,-7.244943976E-1,-8.877334595E-1,1.914567947E-1,1.161730834E0
5.981279973E1,-7.687705755E-1,-8.690080643E-1,-2.139596939E-1,1.179814377E0
5.981778421E1,-8.127464652E-1,-9.192122221E-1,-6.921377182E-1,1.408745026E0
